external_id,source_portal,source_url,title,description,offer_type,price,area,rooms,floor,year_built,has_elevator,is_accessible,location,address,district_id,noise_db_min,noise_db_max
68042758,otodom,https://www.otodom.pl/pl/oferta/2-pokoje-przymorze-dostepne-od-czerwca-ID4Bw1Q,2 pokoje | Przymorze | dostępne od czerwca,,rent,4000,44.95,TWO,,,,,,pomorskie,,,
68042660,otodom,https://www.otodom.pl/pl/oferta/3-pokoje-klimatyzacja-miejsce-w-hali-garazowej-ID4Bw0g,"3 pokoje, klimatyzacja, miejsce w hali garażowej",,rent,2800,50,THREE,,,,,,pomorskie,,,
65838712,otodom,https://www.otodom.pl/pl/oferta/great-for-students-cozy-standard-studio-50-off-1-month-ID4sfEI,GREAT FOR STUDENTS / Cozy Standard Studio- 50% Off 1 month,,rent,1990,24.5,ONE,,,,,,pomorskie,,,
67357466,otodom,https://www.otodom.pl/pl/oferta/pierwszy-miesiac-50-taniej-wyjatkowa-oferta-w-noli-gdansk-wrzeszcz-ID4yCKK,Pierwszy miesiąc 50% TANIEJ – wyjątkowa oferta w Noli Gdańsk Wrzeszcz,,rent,3000,30,TWO,,,,,,pomorskie,,,
65847815,otodom,https://www.otodom.pl/pl/oferta/przytulne-studio-compact-media-w-cenie-ostatnie-dni-promocji-ID4si1x,Przytulne studio Compact | Media w cenie- OSTATNIE DNI PROMOCJI!,,rent,2000,20.5,ONE,,,,,,pomorskie,,,
67357548,otodom,https://www.otodom.pl/pl/oferta/noli-gdansk-wrzeszcz-ID4yCM4,Noli Gdańsk Wrzeszcz,,rent,,,,,,,,,pomorskie,,,
65431394,otodom,https://www.otodom.pl/pl/oferta/kawalerki-wolne-od-1lipca-2024-gdansk-przymorze-ID4qxH4,Kawalerki wolne od 1lipca 2024 - Gdańsk Przymorze,,rent,2400,20,ONE,,,,,,pomorskie,,,
63821360,otodom,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-niepolomicka-ID4jMQM,Piękne mieszkanie Niepołomicka,,rent,4500,58,THREE,,,,,,pomorskie,,,
67226968,otodom,https://www.otodom.pl/pl/oferta/studio-centrum-gdanska-silownia-sauna-coworking-elastyczny-najem-ID4y4NV,"Studio centrum Gdańska | Siłownia, Sauna, Coworking | Elastyczny najem",,rent,2150,17,ONE,,,,,,pomorskie,,,
67952029,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-dla-studenta-rok-akademicki-silownia-klimatyzacja-ID4B7qt,Mieszkanie dla studenta | Rok akademicki | Siłownia | Klimatyzacja,,rent,2150,18,ONE,,,,,,pomorskie,,,
68042147,otodom,https://www.otodom.pl/pl/oferta/komfortowe-nowoczesne-3-pokoje-zaspa-hala-komorka-ID4BuRZ,Komfortowe nowoczesne 3 pokoje Zaspa hala komórka,,rent,4700,65,THREE,,,,,,pomorskie,,,
68042146,otodom,https://www.otodom.pl/pl/oferta/przymorze-2-pokoje-widok-m-postojowe-ID4BuRY,Przymorze 2 pokoje widok m.postojowe,,rent,3600,58,TWO,,,,,,pomorskie,,,
67952807,otodom,https://www.otodom.pl/pl/oferta/ul-pomorska-86-gdansk-3pokoje-winda-blisko-skm-zwierzeta-ok-ID4B7D1,"ul. Pomorska 86, Gdańsk|3pokoje|Winda|Blisko SKM|Zwierzęta ok",,rent,3000,47,THREE,,,,,,pomorskie,,,
68010043,otodom,https://www.otodom.pl/pl/oferta/nieborowska-gdansk-2-niezalezne-pokoje-piwnica-bez-prowizji-ID4Bmvb,Nieborowska | Gdańsk| 2 niezależne pokoje | Piwnica | Bez prowizji,,rent,2900,56,TWO,,,,,,pomorskie,,,
68041768,otodom,https://www.otodom.pl/pl/oferta/apartament-blisko-morza-ID4BuLS,Apartament Blisko Morza,,rent,9000,80,THREE,,,,,,pomorskie,,,
67992329,otodom,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-od-zaraz-ID4BhUt,Nowe 2-pokojowe mieszkanie od Zaraz!,,rent,3300,35,TWO,,,,,,pomorskie,,,
68005762,otodom,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-dla-rodziny-ID4Blp8,3-pokojowe mieszkanie dla rodziny!,,rent,3600,76.5,THREE,,,,,,pomorskie,,,
68015459,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-gdansk-lawendowe-wzgorze-ID4BnWx,Mieszkanie na wynajem Gdansk - Lawendowe Wzgórze,,rent,2700,49,TWO,,,,,,pomorskie,,,
68041186,otodom,https://www.otodom.pl/pl/oferta/luksusowe-studio-z-widokiem-na-motlawe-kapitanat-ID4BuCu,Luksusowe studio z widokiem na Motławę | Kapitanat,,rent,3200,30.36,ONE,,,,,,pomorskie,,,
68041152,otodom,https://www.otodom.pl/pl/oferta/2-pokoje-pod-wynajem-w-renomowanej-dzielnicy-ID4BuBV,2 pokoje pod wynajem w renomowanej dzielnicy !,,rent,3500,38,TWO,,,,,,pomorskie,,,
67641394,otodom,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35-m-parking-wyposazone-blisko-obwodnicy-ID4zOCe,"2-pokojowe mieszkanie 35 m², parking, wyposażone, blisko obwodnicy",,rent,2500,40,TWO,,,,,,pomorskie,,,
62376194,otodom,https://www.otodom.pl/pl/oferta/luksusowy-3-pok-apartament-z-widokiem-na-stocznie-ID4dITE,Luksusowy 3-pok apartament z widokiem na stocznię,,rent,4900,72,THREE,,,,,,pomorskie,,,
68040871,otodom,https://www.otodom.pl/pl/oferta/piekne-2-pokojowe-mieszkanie-nowa-letnica-bezposrednio-ID4Buxp,Piękne 2 pokojowe mieszkanie - Nowa Letnica-bezpośrednio!,,rent,2700,42,TWO,,,,,,pomorskie,,,
68040760,otodom,https://www.otodom.pl/pl/oferta/apartament-studio-dlugie-ogrody-18e-132-ID4BuwC,"Apartament studio, Długie Ogrody 18E/132",,rent,8900,34,ONE,,,,,,pomorskie,,,
68040761,otodom,https://www.otodom.pl/pl/oferta/apartament-z-1-sypialnia-dluga-grobla-8-22-ID4BuwD,"Apartament z 1 sypialnią, Długa Grobla 8/22",,rent,8900,45,TWO,,,,,,pomorskie,,,
67695616,otodom,https://www.otodom.pl/pl/oferta/apartametn-studio-letnicka-10-32-ID4A2IM,"Apartametn studio, Letnicka 10/32",,rent,9900,26,ONE,,,,,,pomorskie,,,
68007048,otodom,https://www.otodom.pl/pl/oferta/zamieszkaj-w-wygodnej-i-prestizowej-lokalizacji-ID4BlJS,Zamieszkaj w wygodnej i prestiżowej lokalizacji!,,rent,4100,52.62,TWO,,,,,,pomorskie,,,
66826402,otodom,https://www.otodom.pl/pl/oferta/kawalerka-wynajem-caloroczny-silownia-sauna-i-co-working-ID4voBc,"Kawalerka - wynajem całoroczny + siłownia, sauna i co-working",,rent,2000,20,ONE,,,,,,pomorskie,,,
68033915,otodom,https://www.otodom.pl/pl/oferta/studio-1-pokoj-plus-silownia-sauna-i-co-working-w-cenie-ID4BsJd,"Studio 1 pokój - plus siłownia, sauna i co-working w cenie",,rent,2400,25,ONE,,,,,,pomorskie,,,
68040351,otodom,https://www.otodom.pl/pl/oferta/gumed-pg-4-pokoje-z-ogrodkiem-i-tarasem-ID4Bup1,GUMED & PG - 4 Pokoje z ogrodkiem i tarasem,,rent,4500,85,FOUR,,,,,,pomorskie,,,
68040287,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-w-gdansku-w-pelni-wyposazone-ID4BunZ,"Mieszkanie 1-pokojowe w Gdańsku, w pełni wyposażone",,rent,1700,37,ONE,,,,,,pomorskie,,,
67882715,otodom,https://www.otodom.pl/pl/oferta/nowoczesne-dwupokojowe-mieszkanie-na-starym-miescie-ul-dluga-grobla-ID4APow,"Nowoczesne dwupokojowe mieszkanie na Starym Mieście, ul. Długa Grobla",,rent,3000,45,TWO,,,,,,pomorskie,,,
96804275800067,otodom,https://www.otodom.pl/pl/oferta/2-pokoje-przymorze-dostepne-od-czerwca-ID4Bw1Q,2 pokoje | Przymorze | dostępne od czerwca,,rent,4000,44.95,TWO,,,,,,pomorskie,,,
67658376,otodom,https://www.otodom.pl/pl/oferta/trzypokojowe-przestronne-mieszkanie-na-przymorzu-ul-olsztynska-ID4zT28,"Trzypokojowe, przestronne mieszkanie na Przymorzu, ul. Olsztyńska",,rent,3600,67,THREE,,,,,,pomorskie,,,
68014054,otodom,https://www.otodom.pl/pl/oferta/eleganckie-3-pokojowe-mieszkanie-na-wynajem-ul-a-flisykowskiego-ID4BnyS,Eleganckie 3-pokojowe mieszkanie na wynajem – ul. A. Flisykowskiego,,rent,2990,55,THREE,,,,,,pomorskie,,,
67984722,otodom,https://www.otodom.pl/pl/oferta/kawalerka-5-minut-od-plazy-gdansk-stogi-idealna-lokalizacja-ID4BfWM,Kawalerka 5 minut od plaży! Gdańsk Stogi – idealna lokalizacja,,rent,1550,30,ONE,,,,,,pomorskie,,,
60537021,otodom,https://www.otodom.pl/pl/oferta/apartament-w-centurm-gdanska-wsrod-zieleni-ID460rz,Apartament w centurm Gdańska wśród zieleni,,rent,3500,50,TWO,,,,,,pomorskie,,,
67952066,otodom,https://www.otodom.pl/pl/oferta/wynajem-na-semestr-lub-rok-akademicki-idealne-dla-studentow-ID4B7r4,Wynajem na semestr lub rok akademicki | Idealne dla studentów,,rent,2300,21,ONE,,,,,,pomorskie,,,
67992070,otodom,https://www.otodom.pl/pl/oferta/gdansk-srodmiescie-siedlce-nowe-2-pokoje-hal-ID4BhQi,Gdańsk Śródmieście / Siedlce | Nowe 2 pokoje | Hal,,rent,3200,40,TWO,,,,,,pomorskie,,,
67992593,otodom,https://www.otodom.pl/pl/oferta/gdansk-srodmiescie-2-pokoje-przy-marinie-ID4BhYJ,Gdańsk Śródmieście 2 Pokoje przy Marinie,,rent,3200,40,TWO,,,,,,pomorskie,,,
67992071,otodom,https://www.otodom.pl/pl/oferta/gdansk-srodmiescie-siedlce-nowe-3-pokoje-hal-ID4BhQj,Gdańsk Śródmieście / Siedlce | Nowe 3 pokoje | Hal,,rent,4000,60,THREE,,,,,,pomorskie,,,
68039885,otodom,https://www.otodom.pl/pl/oferta/nowy-apartament-z-widokiem-na-morze-3-pokoje-ID4Buhw,NOWY APARTAMENT Z WIDOKIEM NA MORZE - 3 pokoje,,rent,5900,63,THREE,,,,,,pomorskie,,,
68039883,otodom,https://www.otodom.pl/pl/oferta/apartament-2-pokoje-gdansk-letnica-ID4Buht,Apartament / 2 pokoje/ Gdańsk Letnica,,rent,3400,49,TWO,,,,,,pomorskie,,,
66051349,otodom,https://www.otodom.pl/pl/oferta/apartament-103-m-2-pieciopokojowy-ID4t8Yl,"Apartament (103 m 2) pięciopokojowy,",,rent,9500,103,FIVE,,,,,,pomorskie,,,
68027471,otodom,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-38-m-2-ID4Br3h,Dwupokojowy apartament (38 m 2),,rent,3200,38,TWO,,,,,,pomorskie,,,
68027470,otodom,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-40-m-2-na-starym-miescie-ID4Br3g,Słoneczne mieszkanie (40 m 2) na Starym Mieście,,rent,2800,40,TWO,,,,,,pomorskie,,,
65560607,otodom,https://www.otodom.pl/pl/oferta/luksusowa-kawalerka-do-wynajecia-gdansk-ul-lawendowe-wzgorze-ID4r5j9,"Luksusowa Kawalerka do Wynajęcia - Gdańsk, ul. Lawendowe Wzgórze",,rent,2800,36,TWO,,,,,,pomorskie,,,
67610275,otodom,https://www.otodom.pl/pl/oferta/wynajme-przytulne-mieszkanie-w-gdansku-ID4zGvj,Wynajmę przytulne mieszkanie w gdańsku,,rent,3000,80,THREE,,,,,,pomorskie,,,
68030446,otodom,https://www.otodom.pl/pl/oferta/stepkarska-6a-31-bez-posrednikow-ID4BrPg,Stępkarska 6A/31 - bez pośredników,,rent,3199,44.73,TWO,,,,,,pomorskie,,,
67357829,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-z-sypialnia-pierwszy-miesiac-50-ID4yCQB,Mieszkanie z sypialnią | Pierwszy miesiąc -50%,,rent,2700,28,TWO,,,,,,pomorskie,,,
67357765,otodom,https://www.otodom.pl/pl/oferta/przytulne-studio-compact-ostatnie-dni-promocji-ID4yCPz,Przytulne studio Compact - OSTATNIE DNI PROMOCJI!,,rent,2000,20.5,ONE,,,,,,pomorskie,,,
52991199,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-z-miejscem-parkingowym-gdansk-ptegowska-ID3AlqL,Mieszkanie z miejscem parkingowym Gdańsk Ptęgowska,,rent,3000,40,TWO,,,,,,pomorskie,,,
67966648,otodom,https://www.otodom.pl/pl/oferta/orunia-gorna-gdansk-poludnie-mieszkanie-2-pokojowe-wynajme-ID4Bbeg,Orunia Górna - Gdańsk Południe mieszkanie 2 - pokojowe wynajmę,,rent,2800,45.4,TWO,,,,,,pomorskie,,,
68039678,otodom,https://www.otodom.pl/pl/oferta/przestronne-2-pok-obok-elektrykow-zurawie-i-ID4Buea,"Przestronne 2-pok., obok Elektryków, Żurawie I",,rent,2800,40.73,TWO,,,,,,pomorskie,,,
68039662,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-sloneczna-morena-garaz-komorka-ID4BudU,Mieszkanie 2 pokojowe Słoneczna Morena+garaż+komórka,,rent,3100,42,TWO,,,,,,pomorskie,,,
68017924,otodom,https://www.otodom.pl/pl/oferta/komfortowe-i-panorama-i-2-pokoje-i-gdansk-wrzeszcz-ID4Bozi,Komfortowe I Panorama I 2 pokoje I Gdańsk Wrzeszcz,,rent,3400,50,TWO,,,,,,pomorskie,,,
68017910,otodom,https://www.otodom.pl/pl/oferta/komfortowe-i-przestronne-i-2-pokoje-i-gdansk-oliwa-ID4Boz4,Komfortowe I Przestronne I 2 pokoje I Gdańsk Oliwa,,rent,3800,54,TWO,,,,,,pomorskie,,,
68017903,otodom,https://www.otodom.pl/pl/oferta/komfortowe-i-przestrzenne-i-70m-gdansk-srodmies-ID4BoyX,Komfortowe I Przestrzenne I 70m² | Gdańsk Śródmieś,,rent,3900,70,TWO,,,,,,pomorskie,,,
68021113,otodom,https://www.otodom.pl/pl/oferta/4-pok-95m2-dla-pracownikow-ID4BpoJ,4-pok. 95m2 dla pracowników,,rent,4000,98,FOUR,,,,,,pomorskie,,,
68018055,otodom,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-blisko-gumed-balkon-i-garaz-ID4BoBp,"Stylowe mieszkanie blisko GUMed, balkon i garaż",,rent,3500,42,TWO,,,,,,pomorskie,,,
68018037,otodom,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-zaspie-idealne-do-zycia-ID4BoB7,Komfortowe mieszkanie na Zaspie idealne do życia,,rent,4300,69,THREE,,,,,,pomorskie,,,
68018007,otodom,https://www.otodom.pl/pl/oferta/komfortowe-i-nowe-i-4-pokoje-i-gdansk-siedlce-ID4BoAD,Komfortowe I Nowe I 4 pokoje I Gdańsk Siedlce,,rent,7500,93,FOUR,,,,,,pomorskie,,,
68017963,otodom,https://www.otodom.pl/pl/oferta/komfortowe-41m-i-miejsce-w-hali-i-komorka-ID4BozW,Komfortowe 41m I Miejsce w hali I Komórka,,rent,2600,41,TWO,,,,,,pomorskie,,,
68017954,otodom,https://www.otodom.pl/pl/oferta/sloneczne-ciche-47-6m-gdansk-ujescisko-ID4BozM,"Słoneczne | Ciche | 47,6m² | Gdańsk Ujeścisko",,rent,2850,47.6,TWO,,,,,,pomorskie,,,
68017950,otodom,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-i-60m2-i-gdansk-osowa-ID4BozI,"Przytulne mieszkanie I 60m2 I Gdańsk, Osowa",,rent,3850,60,TWO,,,,,,pomorskie,,,
68017943,otodom,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-centrum-ID4BozB,Klimatyczne mieszkanie w centrum,,rent,3000,54,TWO,,,,,,pomorskie,,,
68017946,otodom,https://www.otodom.pl/pl/oferta/swieze-mieszkanie-z-widokiem-w-topowej-lokalizacji-ID4BozE,Świeże mieszkanie z widokiem w topowej lokalizacji,,rent,2850,40,TWO,,,,,,pomorskie,,,
68017933,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-przy-motlawie-ID4Bozr,Mieszkanie w centrum przy Motławie,,rent,2800,33,ONE,,,,,,pomorskie,,,
68017928,otodom,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-i-miejscem-parkingowym-ID4Bozm,2 pokoje z balkonem i miejscem parkingowym,,rent,3000,47.2,TWO,,,,,,pomorskie,,,
96765837600067,otodom,https://www.otodom.pl/pl/oferta/trzypokojowe-przestronne-mieszkanie-na-przymorzu-ul-olsztynska-ID4zT28,"Trzypokojowe, przestronne mieszkanie na Przymorzu, ul. Olsztyńska",,rent,3600,67,THREE,,,,,,pomorskie,,,
68039555,otodom,https://www.otodom.pl/pl/oferta/gdansk-morena-2-pokoje-parking-podziemny-komorka-lokatorska-ID4Bucb,"Gdańsk  Morena 2 pokoje,  parking podziemny, komórka lokatorska",,rent,2500,37,TWO,,,,,,pomorskie,,,
67049562,otodom,https://www.otodom.pl/pl/oferta/zadbane-mieszkanie-2-pokojowe-w-dzielnicy-orunia-gorna-od-zaraz-ID4xkEy,"Zadbane mieszkanie 2-pokojowe w dzielnicy Orunia Górna, od zaraz",,rent,2600,47,TWO,,,,,,pomorskie,,,
68014285,otodom,https://www.otodom.pl/pl/oferta/stylowy-apartament-niedaleko-morza-40m2-ID4BnCB,Stylowy apartament niedaleko morza 40m2,,rent,3200,40,TWO,,,,,,pomorskie,,,
68039424,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-3-pokoje-przymorze-ID4Bua4,Mieszkanie NA Wynajem | 3 Pokoje | Przymorze,,rent,4999,55,THREE,,,,,,pomorskie,,,
37294258,otodom,https://www.otodom.pl/pl/oferta/wynajem-3-pokojowego-mieszkania-z-balkonem-i-z-widokiem-na-morze-ID2vtVi,Wynajem 3-pokojowego mieszkania z balkonem i z widokiem na morze,,rent,3400,56,THREE,,,,,,pomorskie,,,
67566376,otodom,https://www.otodom.pl/pl/oferta/gdansk-srodmiescie-mlode-miasto-3-pokoje-15-pietro-spektakularny-widok-ID4zw6g,"Gdańsk Śródmieście Młode Miasto,3 pokoje,15 piętro,spektakularny widok",,rent,5200,79,THREE,,,,,,pomorskie,,,
68039242,otodom,https://www.otodom.pl/pl/oferta/2-pokoje-solvo-blisko-ug-i-obc-ID4Bu78,2 pokoje | Solvo | blisko UG i Obc,,rent,3300,39.4,TWO,,,,,,pomorskie,,,
68039167,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-przymorze-blisko-ug-alchemii-i-olivia-centre-ID4Bu5W,"Mieszkanie Przymorze,  blisko UG, Alchemii i Olivia Centre",,rent,3300,50,THREE,,,,,,pomorskie,,,
51480020,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-garnizon-gdansk-wrzeszcz-ID3u0iU,Mieszkanie dwupokojowe GARNIZON Gdańsk Wrzeszcz,,rent,3400,39,TWO,,,,,,pomorskie,,,
67995312,otodom,https://www.otodom.pl/pl/oferta/bardzo-ladna-kawalerka-na-przymorzu-ID4BiGA,Bardzo ładna kawalerka na Przymorzu,,rent,2500,27,ONE,,,,,,pomorskie,,,
67631553,otodom,https://www.otodom.pl/pl/oferta/stepkarska-6a-ID4zM3w,Stępkarska 6A,,rent,,,,,,,,,pomorskie,,,
67990232,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-blisko-plazy-letnica-brzezno-ID4BhmE,Mieszkanie blisko plaży - Letnica/Brzeżno,,rent,3200,41,TWO,,,,,,pomorskie,,,
67955371,otodom,https://www.otodom.pl/pl/oferta/nowoczesne-2-pok-z-balkonem-wysoki-standard-bez-prowizji-novelo-ID4B8in,"Nowoczesne 2-pok. z balkonem, wysoki standard, bez prowizji! Novelo.",,rent,2700,43.97,TWO,,,,,,pomorskie,,,
67899959,otodom,https://www.otodom.pl/pl/oferta/2-pok-wysoki-standard-balkon-garaz-linea-allcon-bezposrednio-ID4ATSD,"2 pok, wysoki standard, balkon, garaż, Linea Allcon - bezpośrednio!",,rent,2900,45,TWO,,,,,,pomorskie,,,
67907713,otodom,https://www.otodom.pl/pl/oferta/zurawie-4-pokoje-taras-centrum-garaz-ID4AWTH,Żurawie | 4 pokoje | taras | centrum | garaż,,rent,7500,100,FOUR,,,,,,pomorskie,,,
66393628,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-jaskowa-dolina-ID4uA0Y,Mieszkanie 3-pokojowe Jaśkowa Dolina,,rent,4400,69,THREE,,,,,,pomorskie,,,
67881454,otodom,https://www.otodom.pl/pl/oferta/stare-miasto-fitness-sauna-parking-premium-ID4AP4a,Stare Miasto | fitness + sauna + parking | Premium,,rent,7200,98.3,FOUR,,,,,,pomorskie,,,
67907710,otodom,https://www.otodom.pl/pl/oferta/4-pokoje-nowe-93-m-taras-40-m-2x-garaz-ID4AWTE,4 pokoje | Nowe 93 m² | taras 40 m² | 2x garaż,,rent,7500,93,FOUR,,,,,,pomorskie,,,
68007584,otodom,https://www.otodom.pl/pl/oferta/gdansk-przymorze-blisko-morza-balkon-parking-ID4BlSv,Gdańsk Przymorze | Blisko morza | Balkon | Parking,,rent,2850,37,ONE,,,,,,pomorskie,,,
67953024,otodom,https://www.otodom.pl/pl/oferta/od-zaraz-podpisz-umowe-do-25-05-i-zyskaj-500-zl-rabatu-ID4B7Gv,Od zaraz | PODPISZ UMOWĘ DO 25.05 I ZYSKAJ 500 ZŁ RABATU,,rent,3125,71,THREE,,,,,,pomorskie,,,
67873131,otodom,https://www.otodom.pl/pl/oferta/nowa-kawalerka-wysoki-standard-centrum-ID4AMTW,"Nowa kawalerka, wysoki standard, centrum",,rent,2599,27.06,ONE,,,,,,pomorskie,,,
67881840,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-pracowniczy-650-zl-os-ID4APao,Mieszkanie na wynajem pracowniczy! 650 zł/os,,rent,650,53,THREE,,,,,,pomorskie,,,
60856097,otodom,https://www.otodom.pl/pl/oferta/centrum-moreny-ID47lrX,Centrum Moreny,,rent,3200,37,TWO,,,,,,pomorskie,,,
68038567,otodom,https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-37-m-idealne-dla-pary-lub-singla-ID4BtVf,Do wynajęcia 2-pokojowe mieszkanie 37 m² |Idealne dla pary lub singla,,rent,2300,37,TWO,,,,,,pomorskie,,,
67996095,otodom,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-42-m-z-miejscem-postojowym-i-komorka-lokatorska-ID4BiTd,Komfortowe mieszkanie 42 m² z miejscem postojowym i komórką lokatorską,,rent,3600,42,TWO,,,,,,pomorskie,,,
67033825,otodom,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-sypialnia-aneksem-kuchennym-i-miejscem-parkingowym-ID4xgyJ,"Nowe mieszkanie z sypialnią, aneksem kuchennym i miejscem parkingowym",,rent,2500,40,TWO,,,,,,pomorskie,,,
67914894,otodom,https://www.otodom.pl/pl/oferta/wynajem-4-pokoje-blisko-morza-ID4AXLv,Wynajem 4 pokoje blisko morza,,rent,5700,80,FOUR,,,,,,pomorskie,,,
64617992,otodom,https://www.otodom.pl/pl/oferta/do-zamieszkania-od-polowy-maja-nowoczesnie-wykonczone-ID4n85G,"Do zamieszkania od połowy maja ,nowocześnie wykończone",,rent,3800,54,THREE,,,,,,pomorskie,,,
68038429,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-balkonem-i-garazem-ID4BtU1,Mieszkanie 3-pokojowe z balkonem i garażem,,rent,3900,45,THREE,,,,,,pomorskie,,,
67373516,otodom,https://www.otodom.pl/pl/oferta/kawalerka-dlugoterminowo-silownia-sauna-i-co-working-w-cenie-ID4yGWC,"Kawalerka -długoterminowo -siłownia, sauna i co-working w cenie",,rent,2250,21,ONE,,,,,,pomorskie,,,
67953941,otodom,https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokojowe-mieszkanie-z-balkonem-i-miejscem-postojowym-ID4B7Wj,Do wynajęcia 2-pokojowe mieszkanie z balkonem i miejscem postojowym,,rent,2600,36,TWO,,,,,,pomorskie,,,
66890351,otodom,https://www.otodom.pl/pl/oferta/apartament-2-pok-wynajem-caloroczny-silownia-sauna-i-co-working-ID4vFeD,"Apartament 2 pok. - wynajem całoroczny + siłownia, sauna i co-working",,rent,2650,32,TWO,,,,,,pomorskie,,,
66996253,otodom,https://www.otodom.pl/pl/oferta/kawalerka-silownia-sauna-i-co-working-bezprowizji-ID4x6MJ,"Kawalerka - siłownia, sauna i co-working BEZPROWIZJI",,rent,2250,24,ONE,,,,,,pomorskie,,,
67306096,otodom,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-ujescisku-ID4ypoc,3 pokojowe mieszkanie na Ujeścisku,,rent,2990,60,THREE,,,,,,pomorskie,,,
96803955500067,otodom,https://www.otodom.pl/pl/oferta/gdansk-morena-2-pokoje-parking-podziemny-komorka-lokatorska-ID4Bucb,"Gdańsk  Morena 2 pokoje,  parking podziemny, komórka lokatorska",,rent,2500,37,TWO,,,,,,pomorskie,,,
67357759,otodom,https://www.otodom.pl/pl/oferta/noli-gdansk-riverside-ID4yCPt,Noli Gdańsk Riverside,,rent,,,,,,,,,pomorskie,,,
68038225,otodom,https://www.otodom.pl/pl/oferta/srodmiescie-2-pokoje-38-m-kot-pies-ID4BtQJ,"Śródmieście | 2 pokoje | 38 m² | kot, pies",,rent,2900,38,TWO,,,,,,pomorskie,,,
68038189,otodom,https://www.otodom.pl/pl/oferta/40m2-blisko-starego-miasta-z-pieknym-widokiem-ID4BtQ9,40m2 | Blisko Starego Miasta |z pięknym widokiem,,rent,3500,40.3,ONE,,,,,,pomorskie,,,
65227838,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-miejscem-parkingowym-ul-platynowa-ID4pGJU,Mieszkanie 2-pokojowe z miejscem parkingowym ul. Platynowa,,rent,2500,46,TWO,,,,,,pomorskie,,,
65209221,otodom,https://www.otodom.pl/pl/oferta/bezposrednio-nadmorze-ogrodek-150m-od-plazy-dlugoterminowo-ID4pBTD,Bezpośrednio-NADMORZE / Ogródek /150m od plaży /DŁUGOTERMINOWO!,,rent,4400,60,TWO,,,,,,pomorskie,,,
67631553,otodom,https://www.otodom.pl/pl/oferta/stepkarska-6a-ID4zM3w,Stępkarska 6A,,rent,,,,,,,,,pomorskie,,,
65647158,otodom,https://www.otodom.pl/pl/oferta/apartament-z-silownia-i-sauna-nadmotlawie-ID4rrP8,Apartament z siłownią i sauną - Nadmotławie,,rent,3150,30,TWO,,,,,,pomorskie,,,
64245202,otodom,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-centrum-przymorza-przyjazna-dla-zwierzat-ID4lz6V,Atrakcyjna kawalerka w centrum Przymorza przyjazna dla zwierząt,,rent,1890,23,ONE,,,,,,pomorskie,,,
67966057,otodom,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-14-m-slonecznym-tarasem-ID4Bb4J,Przestronne mieszkanie z 14 M słonecznym tarasem,,rent,3600,43.2,TWO,,,,,,pomorskie,,,
65790473,otodom,https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-mieszkanie-garnizon-wrzeszcz-ID4s36F,Słoneczne 2 pokojowe mieszkanie Garnizon Wrzeszcz,,rent,4000,36,TWO,,,,,,pomorskie,,,
62635171,otodom,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-73m2-gdansk-chelm-ID4eOgH,Mieszkanie 3 pokoje 73m2 Gdańsk Chełm,,rent,3500,73,THREE,,,,,,pomorskie,,,
